-20.000,-3.124
-19.000,-2.985
-18.000,-2.843
-17.000,-2.699
-16.000,-2.553
-15.000,-2.405
-14.000,-2.255
-13.000,-2.103
-12.000,-1.950
-11.000,-1.795
-10.000,-1.638
-9.000,-1.480
-8.000,-1.321
-7.000,-1.160
-6.000,-0.997
-5.000,-0.834
-4.000,-0.669
-3.000,-0.503
-2.000,-0.337
-1.000,-0.169
0.000,0.000
1.000,0.169
2.000,0.340
3.000,0.510
4.000,0.682
5.000,0.854
6.000,1.027
7.000,1.200
8.000,1.373
9.000,1.547
10.000,1.721
11.000,1.895
12.000,2.070
13.000,2.244
14.000,2.418
15.000,2.593
16.000,2.767
17.000,2.941
18.000,3.115
19.000,3.289
20.000,3.463
21.000,3.636
22.000,3.809
23.000,3.981
24.000,4.153
25.000,4.325
26.000,4.496
27.000,4.666
28.000,4.836
29.000,5.005
30.000,5.173
31.000,5.340
32.000,5.507
33.000,5.673
34.000,5.839
35.000,6.003
36.000,6.166
37.000,6.329
38.000,6.490
39.000,6.651
40.000,6.810
41.000,6.969
42.000,7.126
43.000,7.283
44.000,7.438
45.000,7.592
46.000,7.745
47.000,7.897
48.000,8.047
49.000,8.197
50.000,8.345
51.000,8.492
52.000,8.637
53.000,8.782
54.000,8.925
55.000,9.066
56.000,9.206
57.000,9.345
58.000,9.483
59.000,9.619
60.000,9.754
