-20.000,-3.506
-19.000,-3.334
-18.000,-3.161
-17.000,-2.987
-16.000,-2.813
-15.000,-2.639
-14.000,-2.464
-13.000,-2.288
-12.000,-2.112
-11.000,-1.936
-10.000,-1.760
-9.000,-1.584
-8.000,-1.407
-7.000,-1.231
-6.000,-1.054
-5.000,-0.878
-4.000,-0.702
-3.000,-0.526
-2.000,-0.350
-1.000,-0.175
0.000,0.000
1.000,0.175
2.000,0.348
3.000,0.522
4.000,0.695
5.000,0.867
6.000,1.038
7.000,1.209
8.000,1.379
9.000,1.548
10.000,1.717
11.000,1.884
12.000,2.050
13.000,2.216
14.000,2.380
15.000,2.544
16.000,2.706
17.000,2.867
18.000,3.027
19.000,3.186
20.000,3.343
21.000,3.500
22.000,3.655
23.000,3.809
24.000,3.961
25.000,4.112
26.000,4.262
27.000,4.410
28.000,4.557
29.000,4.703
30.000,4.847
