-8,5.462,0,0,0,0
-7,6.108,0.646,0.646,1033.6,1033.6
-6,6.774,0.666,1.312,1065.6,2099.2
-5,7.456,0.682,1.994,1091.2,3190.4
-4,8.154,0.698,2.692,1116.8,4307.2
-3,8.865,0.711,3.403,1137.6,5444.8
-2,9.588,0.723,4.126,1156.8,6601.6
-1,10.323,0.735,4.861,1176,7777.6
0,11.067,0.744,5.605,1190.4,8968
1,11.821,0.754,6.359,1206.4,10174.4
2,12.584,0.763,7.122,1220.8,11395.2
3,13.355,0.771,7.893,1233.6,12628.8
4,14.134,0.779,8.672,1246.4,13875.2
5,14.92,0.786,9.458,1257.6,15132.8
6,15.713,0.793,10.251,1268.8,16401.6
7,16.513,0.8,11.051,1280,17681.6
8,17.32,0.807,11.858,1291.2,18972.8
