-20.000,-8.126
-19.000,-7.733
-18.000,-7.338
-17.000,-6.940
-16.000,-6.540
-15.000,-6.139
-14.000,-5.735
-13.000,-5.330
-12.000,-4.924
-11.000,-4.517
-10.000,-4.108
-9.000,-3.699
-8.000,-3.289
-7.000,-2.878
-6.000,-2.467
-5.000,-2.056
-4.000,-1.645
-3.000,-1.233
-2.000,-0.822
-1.000,-0.411
0.000,0.000
1.000,0.410
2.000,0.820
3.000,1.229
4.000,1.637
5.000,2.045
6.000,2.451
7.000,2.856
8.000,3.260
9.000,3.663
10.000,4.064
11.000,4.464
12.000,4.862
13.000,5.259
14.000,5.654
15.000,6.047
16.000,6.438
17.000,6.827
18.000,7.214
19.000,7.599
20.000,7.982
