-10.000,-6.255
-9.000,-5.719
-8.000,-5.160
-7.000,-4.578
-6.000,-3.975
-5.000,-3.354
-4.000,-2.714
-3.000,-2.058
-2.000,-1.386
-1.000,-0.700
0.000,0.000
1.000,0.713
2.000,1.437
3.000,2.171
4.000,2.915
5.000,3.669
6.000,4.430
7.000,5.199
8.000,5.975
9.000,6.757
10.000,7.545
11.000,8.337
12.000,9.134
13.000,9.935
14.000,10.738
15.000,11.545
16.000,12.353
17.000,13.163
18.000,13.974
19.000,14.786
20.000,15.598
21.000,16.410
22.000,17.221
23.000,18.030
24.000,18.838
25.000,19.644
26.000,20.447
27.000,21.247
28.000,22.043
29.000,22.834
30.000,23.621
31.000,24.403
32.000,25.179
33.000,25.948
34.000,26.710
35.000,27.465
36.000,28.210
37.000,28.947
38.000,29.673
39.000,30.388
40.000,31.091
