0.000,0.000
1.000,0.638
2.000,1.287
3.000,1.948
4.000,2.618
5.000,3.298
6.000,3.987
7.000,4.684
8.000,5.390
9.000,6.103
10.000,6.824
11.000,7.551
12.000,8.285
13.000,9.024
14.000,9.769
15.000,10.519
16.000,11.273
17.000,12.032
18.000,12.795
19.000,13.561
20.000,14.331
21.000,15.104
22.000,15.879
23.000,16.656
24.000,17.435
25.000,18.216
26.000,18.999
27.000,19.782
28.000,20.567
29.000,21.352
30.000,22.137
31.000,22.922
32.000,23.708
33.000,24.493
34.000,25.277
35.000,26.060
36.000,26.843
37.000,27.624
38.000,28.403
39.000,29.181
40.000,29.958
41.000,30.732
42.000,31.504
43.000,32.273
44.000,33.041
45.000,33.805
46.000,34.566
47.000,35.325
48.000,36.080
49.000,36.832
50.000,37.580
51.000,38.325
52.000,39.066
53.000,39.803
54.000,40.536
55.000,41.265
56.000,41.989
57.000,42.710
58.000,43.425
59.000,44.136
60.000,44.842
61.000,45.543
62.000,46.239
63.000,46.930
64.000,47.616
65.000,48.296
66.000,48.971
67.000,49.640
68.000,50.304
69.000,50.962
70.000,51.614
71.000,52.260
72.000,52.900
73.000,53.534
74.000,54.162
75.000,54.783
76.000,55.398
77.000,56.007
78.000,56.609
79.000,57.204
80.000,57.793
81.000,58.374
82.000,58.949
83.000,59.517
84.000,60.079
85.000,60.632
86.000,61.179
87.000,61.719
88.000,62.251
89.000,62.776
90.000,63.294
